SL,Compounds,   PID,BBB-Class,References,,
1,SCC(=O)[C@@]1(O)[C@@]2(C)[C@H]([C@H]3[C@H]([C@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,BBB-Class 1: Permeable
917,O([C@@H]1[C@H](O)[C@@H](O[C@@H]2[C@@H](N)C[C@H](O)[C@@H](CN)O2)[C@@H](N)C[C@@H]1N)[C@@H]1[C@@H](O)[C@H](N)[C@@H](O)[C@@H](CO)O1,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
918,O([C@@H]1[C@H](O)[C@@H](O)[C@H]2O[C@@H](C)OC[C@@H]2O1)[C@H]1[C@H]2[C@H]([C@H](c3cc(OC)c(O)c(OC)c3)c3c1cc1OCOc1c3)C(=O)OC2,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
919,O([C@@H]1[C@H](O)[C@@H](O)[C@H](N[C-]([N+H3])N)[C@@H](O)[C@@H]1N[C-]([N+H3])N)[C@@H]1[C@H](O[C@@H]2[C@@H](NC)[C@H](O)[C@@H](O)[C@H](CO)O2)[C@@](O)(CO)[C@@H](C)O1,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
920,O([C@@H]1[C@H](O)[C@@H](O)[C@@H]2O[C@@H](c3sccc3)OC[C@@H]2O1)[C@@H]1[C@H]2[C@H]([C@@H](c3cc(OC)c(OC)c(OC)c3)c3c1cc1OCOc1c3)C(=O)OC2,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
921,O([C@@H]1[C@H](C)O[C@@H](O[C@@H]2C[C@H]3[C@](C)([C@@H]4[C@H]([C@@]5(O)[C@@](C)([C@@H](O)C4)[C@@H](C4=CC(=O)OC4)CC5)CC3)CC2)C[C@H]1O)[C@H]1O[C@@H](C)[C@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)C2)[C@@H](O)C1,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
922,O([C@@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@H](O)[C@@](OC)(C)C2)[C@H](C)C(=O)O[C@H](CC)[C@@](O)(C)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@]1(O)C)[C@@H]1[C@H](O)[C@@H](N(C)C)C[C@H](C)O1,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
923,O([C@@H]1[C@@H](O[C@H]2[C@H](N)[C@@H](O)[C@H](O)[C@@H](CN)O2)[C@H](N)C[C@H](N)[C@H]1O)[C@@H]1[C@@H](O)[C@H](O[C@H]2[C@@H](N)[C@H](O)[C@@H](O)[C@@H](CN)O2)[C@@H](CO)O1,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
924,O([C@@H]1[C@@H](O)CNCC1)c1c(C)c(C)ccc1,54546991,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
925,O([C@@H]1[C@@H](O)[C@H](O[C@H]2[C@H](N)[C@@H](O)[C@H](O)[C@H](CN)O2)[C@@H](N)C[C@H]1NC(CO)CO)[C@H]1[C@@H](O)[C@H](N)[C@@H](O)[C@H](CO)O1,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
926,O([C@@H]1[C@@H](O)[C@H](O[C@H]2[C@@H](O)[C@H](NC)[C@@](O)(C)CO2)[C@@H](N)C[C@H]1N)[C@H]1[C@@H](N)CC[C@H](CN)O1,12799065,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
927,O([C@@H]1[C@@H](O)[C@H](O[C@H]2[C@@H](O)[C@@H](O)[C@@H](O)[C@H](CN)O2)[C@@H](N)C[C@H]1NC[C@@H](O)CCN)[C@@H]1[C@@H](O)[C@H](N)[C@@H](O)[C@H](CO)O1,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
928,O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](N)[C@@H](O)[C@H](O)[C@@H](CN)O2)[C@@H](N)C[C@H]1N)[C@@H]1[C@H](O)[C@@H](N)[C@H](O)[C@H](CO)O1,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
929,O([C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O2)[C@@H](N)C[C@@H]1N)[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](CN)O1,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
930,O([C@@H]1[C@@H](O)[C@H](O)[C@H]2O[C@@H](c3sccc3)OC[C@@H]2O1)[C@@H]1[C@@H]2[C@@H]([C@@H](c3cc(OC)c(O)c(O)c3)c3c1cc1OCOc1c3)C(=O)OC2,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
931,O([C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O1)c1c(CO)cccc1,667502,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
932,O([C@@H]1[C@@H](O)[C@@H](O)[C@@H](N)C[C@H]1N)[C@H]1[C@@H](N)[C@H](O)[C@@H](O)[C@H](CN)O1,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
933,O([C@@H](OC(=O)C1=C(COC(=O)N)CS[C@H]2[C@H](NC(=O)/C(=N/OC)/c3occc3)C(=O)N12)C)C(=O)C,92402347,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
934,O([C@@H](OC(=O)[C@@H]1C(C)(C)S[C@H]2[C@@H](/N=C/N3CCCCCC3)C(=O)N12)C)C(=O)OCC,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
935,O([C@@H](COCCCC)CN1C(=O)N(C[C@@H](OC(=O)N)COCCCC)C(=O)C(CC)(c2ccccc2)C1=O)C(=O)N,76959543,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
936,O([C@@H](CN1CCCC1)c1ccccc1)CCC(C)C,76962710,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
937,O([C@@H](CCNC)c1sccc1)c1c2c(ccc1)cccc2,60835,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
938,O([C@@H](CCNC)c1ccccc1)c1c(OC)cccc1,6603938,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
939,O([C@@H](CCNC)c1ccccc1)c1c(C)cccc1,6093336,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
940,O([C@@H](CC)C1CCCCC1)C(=O)N,76959639,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
941,O([C@@H](c1c(C(C)(C)C)cccc1)c1ccccc1)CCN(C)C,76956420,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
942,O([C@@H](C(C[C@H](N(C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C,22308,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
943,O(/N=C/C1=CCCN(C)C1)C,6435812,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
944,O(/N=C/1\[C@H](C)[C@@H](O)[C@](O)(C)[C@@H](CC)OC(=O)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C)C2)[C@@H](C)[C@H](O[C@@H]2[C@@H](O)[C@H](N(C)C)C[C@H](C)O2)[C@](O)(C)C[C@@H]\1C)COCCOC,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
945,O(/N=C/1\[C@@H](C)[C@H](O)[C@@](O)(C)[C@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2O[C@H](C)[C@@H](O)[C@](OC)(C)C2)[C@H](C)[C@@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@@](O)(C)C[C@H]\1C)C,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
946,O(/N=C(\CCCCC)/c1cc(N)c(C)cc1)CCN,9578268,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
947,O(/N=C(\C#N)/[C@H]1C2CCN(C1)CC2)C,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
948,O(/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CN3C=CCC=C3)CS[C@H]12)\c1nc(N)sc1)C(C(=O)O)(C)C,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
949,NS(=O)(=O)Cc1noc2ccccc12,5734,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
950,NS(=O)(=O)c3ccc(N1C(=O)CC(C1=O)c2ccccc2)c(Cl)c3,72094,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
951,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl,3639,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
952,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl,2720,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
953,NS(=O)(=O)c2cc(C(O)=O)c(NCc1ccco1)cc2Cl,3440,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
954,NS(=O)(=O)c1ccc(cc1)N1CCCCS1(=O)=O,5356,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
955,NS(=O)(=O)c1ccc(cc1)C(O)=O,8739,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
956,NNCCc1ccccc1,3675,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
957,NNCC1CCCCC1,71824,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
958,NNC(=O)CP(=O)(c1ccccc1)c2ccccc2,27918,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
959,NNC(=O)c1ccncc1,3767,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
960,NCN.Nc1scc(-c2ccccc2)n1,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
961,NCN.Nc1scc(-c2cc(N)ccc2)n1,NA,0,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
962,NCCCNCCSP(O)(O)=O,2141,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
963,NCCc1cn2c(n1)cccc2,7536516,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
964,NCCc1ccc(O)c(O)c1,681,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
965,NCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,4541,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
966,NCCC(O)CNC2CC(N)C(OC1OC(CN)C(O)C(O)C1O)C(O)C2OC3OC(CO)C(O)C(N)C3O,65487,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
967,NCCC(O)C(=O)NC2CC(N)C(OC1OC(CN)CCC1N)C(O)C2OC3OC(CO)C(O)C(N)C3O,2226,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
968,NCCC(O)C(=O)NC2CC(N)C(OC1OC(CN)C(O)C(O)C1O)C(O)C2OC3OC(CO)C(O)C(N)C3O,2142,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
969,NCC4OC(OC3C(CO)OC(OC1C(O)C(N)CC(N)C1OC2OC(CN)C(O)C(O)C2N)C3O)C(N)C(O)C4O,4454,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
970,NCC3OC(OC2C(N)CC(NC(CO)CO)C(OC1OC(CO)C(O)C(N)C1O)C2O)C(N)C(O)C3O,68557,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
971,NCC3OC(OC2C(N)CC(N)C(OC1OC(CO)C(O)C(N)C1O)C2O)C(O)C(O)C3O,815,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
972,NCC3OC(OC2C(N)CC(N)C(OC1OC(CO)C(O)C(N)C1O)C2O)C(N)CC3O,5496,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
973,NCC3OC(OC2C(N)CC(N)C(OC1OC(CO)C(O)C(N)C1O)C2O)C(N)C(O)C3O,816,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
974,NCC2OC(OC1C(N)CC(N)C(O)C1O)C(N)C(O)C2O,413349,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
975,NCC2CN(Cc1ccccc1)C(=O)C2,65926,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
976,NCc1ccccc1Sc2ccccc2CO,43961,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
977,NCc1ccccc1CC(=O)NC3C2SCC(=C(N2C3=O)C(O)=O)CSc4nnnn4CC(O)=O,5229712,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
978,NCC1CCC(N)C(O1)OC3C(N)CC(N)C(OC2OC(CO)C(O)C(N)C2O)C3O,3021,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
979,NCC1(CCCCC1)CC(O)=O,3446,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
980,NCC[C@@](O)([H])CN[C@@]2([H])C[C@@](N)([H])[C@@]([H])(O[C@@]1([H])O[C@@]([H])(CN)[C@@](O)([H])[C@@](O)([H])[C@@]1(O)[H])[C@@](O)([H])[C@@]2([H])O[C@@]3([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](N)([H])[C@@]3(O)[H],11954318,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
981,NCC[C@@](O)([H])C(=O)N[C@@]2([H])C[C@@](N)([H])[C@@]([H])(O[C@@]1([H])O[C@@]([H])(CN)CC[C@@]1(N)[H])[C@@](O)([H])[C@@]2([H])O[C@@]3([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](N)([H])[C@@]3(O)[H],68682,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
982,NCC[C@@](O)([H])C(=O)N[C@@]2([H])C[C@@](N)([H])[C@@]([H])(O[C@@]1([H])O[C@@]([H])(CN)[C@@](O)([H])[C@@](O)([H])[C@@]1(O)[H])[C@@](O)([H])[C@@]2([H])O[C@@]3([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](N)([H])[C@@]3(O)[H],37768,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
983,NCC[C@@]([H])(O/C1=C/C=C(C=C1)C([F])([F])[F])C2=CC=CC=C2,3058751,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
984,NCC(O)c1cccc(O)c1,4538,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
985,NCC(O)c1ccc(O)c(O)c1,951,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
986,NCC(CCc1ccc(F)cc1)=CF,114903,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
987,NCC(CC/C1=C/C=C(/[F])C=C1)=C[F],6437850,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
988,Nc4nc(NC1CC1)c3ncn(C2CC(CO)C=C2)c3n4,1971,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
989,Nc3nc(=O)c2nc(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)cnc2[nH]3,135444779,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
990,Nc2ncc1ncn(COCCO)c1n2,55256,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
991,Nc2nc1n(COC(CO)CO)cnc1c(=O)[nH]2,135398740,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
992,Nc2nc1n(CCC(O)CO)cnc1c(=O)[nH]2,135415612,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
993,Nc2nc1n(CCC(CO)CO)cnc1c(=O)[nH]2,135398748,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
994,Nc2nc1ccc(OC(F)(F)F)cc1s2,5070,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
995,Nc2ccn(C1OC(CO)C(O)C1O)c(=O)n2,596,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
996,Nc2ccn(C1CCC(CO)O1)c(=O)n2,5718,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
997,Nc2ccc(N=Nc1ccccc1)c(N)n2,4756,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
998,Nc2cc(OCC1CC1)c(cc2Cl)C(=O)NC3CN4CCC3CC4,71342,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
999,Nc2c1CCCCc1nc3ccccc23,1935,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1000,Nc2c1C(O)CCCc1nc3ccccc23,3655,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1001,NC23CC1CC(CC(C1)C2)C3,2130,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1002,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,3878,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1003,Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,191,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1004,Nc1nc(cs1)C(=NOCC(O)=O)C(=O)NC3C2SCC(=C(N2C3=O)C(O)=O)C=C,2675,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1005,Nc1nc(cs1)C(=NO)C(=O)NC3C2SCC(=C(N2C3=O)C(O)=O)C=C,6803597,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1006,Nc1nc(cs1)C(=CCC(O)=O)C(=O)NC3C2SCC=C(N2C3=O)C(O)=O,2654,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1007,Nc1nc(Cl)nc2n(cnc12)C3CC(O)C(CO)O3,1546,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1008,Nc1nc(=O)[nH]cc1F,3366,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1009,NC1CONC1=O,401,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1010,NC1CCCC1c2ccccc2,21786,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1011,Nc1cccc(c1)n2ccccc2=O,8641,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1012,Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2,5215,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1013,Nc1ccc(cc1)S(=O)(=O)N3CC2CCC(CC2)C3,14380,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1014,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,2955,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1015,Nc1ccc(C(O)=O)c(O)c1,4649,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1016,NC1CC1c2ccccc2,5530,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1017,Nc1cc(Cl)ccc1N2CCSC2=N,3063289,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1018,NC1C2CN(CC12)c4nc3n(cc(C(O)=O)c(=O)c3cc4F)c5ccc(F)cc5F,481696,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1019,Nc1c2c([C@@H](c3ccccc3)CN(C)C2)ccc1,12884652,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
1020,NC12C[C@]3(C)C[C@](C)(C1)CC(C2)C3,1263681,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
1021,NC1=Nc2n(cnc2C(=O)N1)COCCO,135398513,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1022,NC1=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,32068,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1023,NC1=NC(=O)C(O1)c2ccccc2,4723,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1024,NC=1C=CN(C(=O)N=1)[C@@]2([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@]2(O)[H],6253,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1025,NC=1C=CN(C(=O)N=1)[C@@]2([H])CC[C@@]([H])(CO)O2,24066,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1026,NC[C@@]4([H])O[C@@]([H])(O[C@@]3([H])[C@@]([H])(CO)O[C@@]([H])(O[C@@]1([H])[C@@](O)([H])[C@@](N)([H])C[C@@](N)([H])[C@@]1([H])O[C@@]2([H])O[C@@]([H])(CN)[C@@](O)([H])[C@@](O)([H])[C@@]2(N)[H])[C@@]3(O)[H])[C@@](N)([H])[C@@](O)([H])[C@@]4(O)[H],NA,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1027,NC[C@@]3([H])O[C@@]([H])(O[C@@]2([H])[C@@](N)([H])C[C@@](N)([H])[C@@]([H])(O[C@@]1([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](N)([H])[C@@]1(O)[H])[C@@]2(O)[H])[C@@](O)([H])[C@@](O)([H])[C@@]3(O)[H],6032,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1028,NC[C@@]3([H])O[C@@]([H])(O[C@@]2([H])[C@@](N)([H])C[C@@](N)([H])[C@@]([H])(O[C@@]1([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](N)([H])[C@@]1(O)[H])[C@@]2(O)[H])[C@@](N)([H])C[C@@]3(O)[H],36294,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1029,NC[C@@]3([H])O[C@@]([H])(O[C@@]2([H])[C@@](N)([H])C[C@@](N)([H])[C@@]([H])(O[C@@]1([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](N)([H])[C@@]1(O)[H])[C@@]2(O)[H])[C@@](N)([H])[C@@](O)([H])[C@@]3(O)[H],439318,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1030,NC[C@@]3([H])O[C@@]([H])(O[C@@]2([H])[C@@](N)([H])C[C@@]([H])(NC([H])(CO)CO)[C@@]([H])(O[C@@]1([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](N)([H])[C@@]1(O)[H])[C@@]2(O)[H])[C@@](N)([H])[C@@](O)([H])[C@@]3(O)[H],9872451,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1031,NC[C@@]2([H])O[C@@]([H])(O[C@@]1([H])[C@@](N)([H])C[C@@](N)([H])[C@@](O)([H])[C@@]1(O)[H])[C@@](N)([H])[C@@](O)([H])[C@@]2(O)[H],72392,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1032,NC[C@@]1([H])CC[C@@](N)([H])[C@@]([H])(O1)O[C@@]3([H])[C@@](N)([H])C[C@@](N)([H])[C@@]([H])(O[C@@]2([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](N)([H])[C@@]2(O)[H])[C@@]3(O)[H],470999,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1033,NC[C@@](O)([H])C1=C/C=C(/O)C(O)=C1,439260,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1034,NC/C1=C/C=C/C=C1/CC(=O)N[C@@]2([H])C(=O)N3C(=C(C[S][C@@]23[H])C[S]/C4=N/N=NN4CC(O)=O)C(O)=O,43507,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1035,NC(N)=O,1176,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
